row,stim_idx,claim_idx,n_claims,is_last,has_det,error,cos_claim,cos_corrupt,cos_paraphrase,cos_corrupt_det,d_true_corrupt,d_true_para,d_para_corrupt,d_true_det
269,77,2,3,True,True,,0.833841806193069,0.8312049824456458,0.8259597560311288,0.8288355329735089,0.0026368237474232448,0.007882050161940213,-0.005245226414516968,0.005006273219560153
270,78,0,3,False,True,,0.5864736327922372,0.6003453563053154,0.5413836319698018,0.5985792527691427,-0.013871723513078194,0.045090000822435417,-0.05896172433551361,-0.012105619976905513
271,78,1,3,False,True,,0.6955144846443844,0.7015599707615002,0.689350308530651,0.6970554744223998,-0.006045486117115861,0.006164176113733322,-0.012209662230849183,-0.0015409897780154225
272,78,2,3,True,True,,0.7499748755191262,0.7544581607777351,0.7263749031751633,0.7312152155594779,-0.00448328525860886,0.02359997234396294,-0.0280832576025718,0.018759659959648345
273,79,0,3,False,True,,0.5592995467377831,0.5462280011032026,0.4925381066914484,0.542986933059885,0.013071545634580573,0.06676144004633477,-0.0536898944117542,0.016312613677898158
274,79,1,3,False,True,,0.8515350338324549,0.8527302465601452,0.8414530526968151,0.8570420764355798,-0.001195212727690298,0.01008198113563974,-0.011277193863330037,-0.005507042603124956
275,79,2,3,True,True,,0.8615013197167163,0.8542659279491523,0.8165059861766669,0.7303428008278646,0.007235391767563937,0.044995333540049365,-0.03775994177248543,0.13115851888885166
276,80,0,3,False,True,,0.3876815337131326,0.40501130664272017,0.36854209533727134,0.38881846204065584,-0.017329772929587595,0.01913943837586124,-0.036469211305448834,-0.0011369283275232678
277,80,1,3,False,True,,0.7813580207620013,0.7099960044882584,0.8128320370416984,0.7837622969498182,0.07136201627374295,-0.03147401627969704,0.10283603255343998,-0.0024042761878169117
278,80,2,3,True,True,,0.9136356034268841,0.9104719616314735,0.9121036701424764,0.8974150993731949,0.003163641795410621,0.001531933284407705,0.0016317085110029161,0.016220504053689244
